"Code","Description","Version"
"2207","Stroke, motor 47-62, cog 5-15","S2"
"2208","Stroke, Mot 14-46, Age>=75","S2"
"2209","Stroke, Mot 14-46, Age<=74","S2"
"221","Amp of limb,Mot 14-46","S2"
"2210","Brain Dysfunction, motor 56-91, cog 32-35","S2"
"2211","Brain Dysfunction, motor 56-91, cog 24-31","S2"
"2212","Brain Dysfunction, motor 56-91, cog 20-23","S2"
"2213","Brain Dysfunction, motor 56-91, cog 5-19","S2"
"2214","Brain Dysfnc, Motor 24-55","S2"
"2215","Brain Dysfunction, motor 14-23","S2"
"2216","Neurological, motor 63-91","S2"
"2217","Neurological, motor 49-62","S2"
"2218","Neurological, motor 18-48","S2"
"2219","Neurological, motor 14-17","S2"
"222","Pain Syndromes, motor>=14","S2"
"N12C","UTERUS & ADNEXA PR MALIG, MINC","8.0"
"N60A","FEMALE REPROD SYS MALIG, MAJC","8.0"
"N60B","FEMALE REPROD SYS MALIG, MINC","8.0"
"N61A","FEM REPROD SYS INFECT, MAJC","8.0"
"N61B","FEM REPROD SYS INFECT, MINC","8.0"
"N62A","MNSTRL&OTH FEM REPR DIS, MAJC","8.0"
"N62B","MNSTRL&OTH FEM REPR DIS, MINC","8.0"
"O01A","CAESAREAN DELIVERY, MAJC","8.0"
"O01B","CAESAREAN DELIVERY, INTC","8.0"
"O01C","CAESAREAN DELIVERY, MINC","8.0"
"O02A","VAGINAL DELIVERY +OR PR, MAJC","8.0"
"O02B","VAGINAL DELIVERY +OR PR, MINC","8.0"
"O03A","ECTOPIC PREGNANCY, MAJC","8.0"
"O03B","ECTOPIC PREGNANCY, MINC","8.0"
"O04A","POSTPARTUM&POST ABORTN+OR,MAJC","8.0"
"O04B","POSTPARTUM&POST ABORTN+OR,MINC","8.0"
"O05Z","ABORTION WITH OR PROCEDURES","8.0"
"O60A","VAGINAL DELIVERY, MAJC","8.0"
"O60B","VAGINAL DELIVERY, INTC","8.0"
"O60C","VAGINAL DELIVERY, MINC","8.0"
"O61A","POSTPART&POST ABORTN -OR, MAJC","8.0"
"O61B","POSTPART&POST ABORTN -OR, MINC","8.0"
"O63A","ABORTION W/O OR PROCS, MAJC","8.0"
"O63B","ABORTION W/O OR PROCS, MINC","8.0"
"O66A","ANTENATAL&OTH OBS ADM, MAJC","8.0"
"O66B","ANTENATAL&OTH OBS ADM, MINC","8.0"
"P01Z","NEONATE W SIG OR/VENT, D/TR<5D","8.0"
"P02Z","NEO,CARDIOTHORACIC/VASCULAR PR","8.0"
"P03A","NEO,ADMWT 1000-1499G+OR/V,MAJC","8.0"
"P03B","NEO,ADMWT 1000-1499G+OR/V,MINC","8.0"
"P04A","NEO,ADMWT 1500-1999G+OR/V,MAJC","8.0"
"P04B","NEO,ADMWT 1500-1999G+OR/,VMINC","8.0"
"P05A","NEO,ADMWT 2000-2499G+OR/V,MAJC","8.0"
"P05B","NEO,ADMWT 2000-2499G+OR/V,MINC","8.0"
"P06A","NEO,ADMWT >=2500G+OR/VENT,MAJC","8.0"
"P06B","NEO,ADMWT >=2500G+OR/VENT,MINC","8.0"
"P07Z","NEONATE, ADMWT <750G +OR PR","8.0"
"P08Z","NEONATE, ADMWT 750-999G +OR PR","8.0"
"P60A","NEONATE -OR/V, D/TR<5D, MAJC","8.0"
"P60B","NEONATE -OR/V, D/TR<5D, MINC","8.0"
"P61Z","NEONATE, ADMWT <750G -OR PR","8.0"
"P62A","NEO, ADMWT 750-999G -OR, MAJC","8.0"
"P62B","NEO, ADMWT 750-999G -OR, MINC","8.0"
"P63A","NEO,ADMWT 1000-1249G-OR/V,MAJC","8.0"
"P63B","NEO,ADMWT 1000-1249G-OR/V,MINC","8.0"
"P64A","NEO,ADMWT 1250-1499G-OR/V,MAJC","8.0"
"P64B","NEO,ADMWT 1250-1499G-OR/V,MINC","8.0"
"P65A","NEO,ADMWT 1500-1999G-OR/V,EXTC","8.0"
"P65B","NEO,ADMWT 1500-1999G-OR/V,MAJC","8.0"
"P65C","NEO,ADMWT 1500-1999G-OR/V,INTC","8.0"
"P65D","NEO,ADMWT 1500-1999G-OR/V,MINC","8.0"
"P66A","NEO,ADMWT 2000-2499G-OR/V,EXTC","8.0"
"P66B","NEO,ADMWT 2000-2499G-OR/V,MAJC","8.0"
"P66C","NEO,ADMWT 2000-2499G-OR/V,INTC","8.0"
"P66D","NEO,ADMWT 2000-2499G-OR/V,MINC","8.0"
"P67A","NEO,WT>=2500G-OR/V,<37WKS,EXTC","8.0"
"P67B","NEO,WT>=2500G-OR/V,<37WKS,MAJC","8.0"
"R02A","OTH NPLSTC DIS+MJR OR PR, MAJC","8.0"
"R02B","OTH NPLSTC DIS+MJR OR PR, INTC","8.0"
"R02C","OTH NPLSTC DIS+MJR OR PR, MINC","8.0"
"R03A","LYMPHMA&LEUKMA+OTH OR PR, MAJC","8.0"
"R03B","LYMPHMA&LEUKMA+OTH OR PR, INTC","8.0"
"R03C","LYMPHMA&LEUKMA+OTH OR PR, MINC","8.0"
"R04A","OTH NPLSTC DIS+OTH OR PR, MAJC","8.0"
"R04B","OTH NPLSTC DIS+OTH OR PR, MINC","8.0"
"R60A","ACUTE LEUKAEMIA, MAJC","8.0"
"R60B","ACUTE LEUKAEMIA, MINC","8.0"
"R61A","LYMPHOMA&N-ACUTE LEUK, MAJC","8.0"
"R61B","LYMPHOMA&N-ACUTE LEUK, MINC","8.0"
"R62A","OTHER NEOPLASTIC DIS, MAJC","8.0"
"R62B","OTHER NEOPLASTIC DIS, INTC","8.0"
"R62C","OTHER NEOPLASTIC DIS, MINC","8.0"
"R63Z","CHEMOTHERAPY","8.0"
"S65A","HIV, MAJC","8.0"
"S65B","HIV, INTC","8.0"
"S65C","HIV, MINC","8.0"
"T01A","INFECT&PARAS DIS +OR PR, MAJC","8.0"
"T01B","INFECT&PARAS DIS +OR PR, INTC","8.0"
"T01C","INFECT&PARAS DIS +OR PR, MINC","8.0"
"T40Z","INFECT&PARASTIC DIS +VENT SUPP","8.0"
"T60A","SEPTICAEMIA, MAJC","8.0"
"T60B","SEPTICAEMIA, INTC","8.0"
"T60C","SEPTICAEMIA, MINC","8.0"
"T61A","POSTOP&POSTTRAUM INFECT, MAJC","8.0"
"T61B","POSTOP&POSTTRAUM INFECT, MINC","8.0"
"T62A","FEVER OF UNKNOWN ORIGIN, MAJC","8.0"
"T62B","FEVER OF UNKNOWN ORIGIN, MINC","8.0"
"T63A","VIRAL ILLNESS, MAJC","8.0"
"T63B","VIRAL ILLNESS, MINC","8.0"
"T64A","OTH INFECT&PARASITIC DIS, MAJC","8.0"
"T64B","OTH INFECT&PARASITIC DIS, INTC","8.0"
"T64C","OTH INFECT&PARASITIC DIS, MINC","8.0"
"U40Z","MENTAL HEALTH TREAT+ECT, SD","8.0"
"U60A","MENTAL HEALTH -ECT, SD, MAJC","8.0"
"U60B","MENTAL HEALTH -ECT, SD, MINC","8.0"
"U61A","SCHIZOPHRENIA DISORDERS, MAJC","8.0"
"U61B","SCHIZOPHRENIA DISORDERS, MINC","8.0"
"U62A","PARA&ACUTE PSYCH DIS, MAJC","8.0"
"U62B","PARA&ACUTE PSYCH DIS, MINC","8.0"
"U63A","MAJOR AFFECTIVE DIS, MAJC","8.0"
"J60C","SKIN ULCERS, MINC","8.0"
"J62A","MALIGNANT BREAST DIS, MAJC","8.0"
"J62B","MALIGNANT BREAST DIS, MINC","8.0"
"J63A","NON-MALIGNANT BREAST DIS, MAJC","8.0"
"J63B","NON-MALIGNANT BREAST DIS, MINC","8.0"
"J64A","CELLULITIS, MAJC","8.0"
"J64B","CELLULITIS, MINC","8.0"
"J65A","TRAUMA TO SKN,SUB TIS&BST,MAJC","8.0"
"J65B","TRAUMA TO SKN,SUB TIS&BST,MINC","8.0"
"J67A","MINOR SKIN DISORDERS, MAJC","8.0"
"J67B","MINOR SKIN DISORDERS, MINC","8.0"
"J68A","MAJOR SKIN DISORDERS, MAJC","8.0"
"J68B","MAJOR SKIN DISORDERS, MINC","8.0"
"J69A","SKIN MALIGNANCY, MAJC","8.0"
"J69B","SKIN MALIGNANCY, INTC","8.0"
"J69C","SKIN MALIGNANCY, MINC","8.0"
"K01A","OR PR FOR DIABETIC COMPL, MAJC","8.0"
"K01B","OR PR FOR DIABETIC COMPL, INTC","8.0"
"K01C","OR PR FOR DIABETIC COMPL, MINC","8.0"
"K02A","PITUITARY PROCEDURES, MAJC","8.0"
"K02B","PITUITARY PROCEDURES, MINC","8.0"
"K03Z","ADRENAL PROCEDURES","8.0"
"K05A","PARATHYROID PROCEDURES, MAJC","8.0"
"K05B","PARATHYROID PROCEDURES, MINC","8.0"
"K06A","THYROID PROCEDURES, MAJC","8.0"
"K06B","THYROID PROCEDURES, MINC","8.0"
"K08Z","THYROGLOSSAL PROCEDURES","8.0"
"K09A","OTH ENDCRN,NUTR&METAB PR, MAJC","8.0"
"K09B","OTH ENDCRN,NUTR&METAB PR, MINC","8.0"
"K10A","REV & OPEN BARIATRIC PR, MAJC","8.0"
"K10B","REV & OPEN BARIATRIC PR, MINC","8.0"
"K11A","MAJOR LAP BARIATRIC PR, MAJC","8.0"
"K11B","MAJOR LAP BARIATRIC PR, MINC","8.0"
"K12A","OTHER BARIATRIC PROCS, MAJC","8.0"
"K12B","OTHER BARIATRIC PROCS, MINC","8.0"
"K13Z","PLAS OR PROC - END,NUT,MET DIS","8.0"
"K40A","ENDO&INVEST PR METAB DIS, MAJC","8.0"
"L07B","OTH TRANSURETHRAL PROCS, MINC","8.0"
"L08A","URETHRAL PROCEDURES, MAJC","8.0"
"L08B","URETHRAL PROCEDURES, MINC","8.0"
"L09A","OTH PR KIDNY&URNRY TR DIS,MAJC","8.0"
"L09B","OTH PR KIDNY&URNRY TR DIS,INTC","8.0"
"L09C","OTH PR KIDNY&URNRY TR DIS,MINC","8.0"
"L40Z","URETEROSCOPY","8.0"
"L41Z","CYSTOURETHROSCOPY URI DIS, SD","8.0"
"L42Z","ESW LITHOTRIPSY","8.0"
"L60A","KIDNEY FAILURE, MAJC","8.0"
"L60B","KIDNEY FAILURE, INTC","8.0"
"L60C","KIDNEY FAILURE, MINC","8.0"
"L61Z","HAEMODIALYSIS","8.0"
"L62A","KDNY&UNRY TR NEOPLASMS, MAJC","8.0"
"L62B","KDNY&UNRY TR NEOPLASMS, MINC","8.0"
"L63A","KDNY&UNRY TR INFECTIONS, MAJC","8.0"
"L63B","KDNY&UNRY TR INFECTIONS, MINC","8.0"
"L64A","URINARY STONES & OBSTR, MAJC","8.0"
"L64B","URINARY STONES & OBSTR, MINC","8.0"
"L65A","KDNY&UNRY TR SGNS&SYMPS, MAJC","8.0"
"L65B","KDNY&UNRY TR SGNS&SYMPS, MINC","8.0"
"L66Z","URETHRAL STRICTURE","8.0"
"L67A","OTH KIDNY&URNRY TRCT DIS, MAJC","8.0"
"L67B","OTH KIDNY&URNRY TRCT DIS, INTC","8.0"
"L67C","OTH KIDNY&URNRY TRCT DIS, MINC","8.0"
"L68Z","PERITONEAL DIALYSIS","8.0"
"M01A","MAJOR MALE PELVIC PROCS, MAJC","8.0"
"M01B","MAJOR MALE PELVIC PROCS, MINC","8.0"
"M02A","TRANSURTH PROSTMY,REP DIS,MAJC","8.0"
"M02B","TRANSURTH PROSTMY,REP DIS,MINC","8.0"
"M03A","PENIS PROCEDURES, MAJC","8.0"
"M03B","PENIS PROCEDURES, MINC","8.0"
"M04Z","TESTES PROCEDURES","8.0"
"M05Z","CIRCUMCISION","8.0"
"M06A","OTH MALE REPROD SYS OR PR,MAJC","8.0"
"M06B","OTH MALE REPROD SYS OR PR,MINC","8.0"
"M40Z","CYSTURTHRSCPY,MALE REPR DIS,SD","8.0"
"M60A","MALE REPR SYS MALIG, MAJC","8.0"
"M60B","MALE REPR SYS MALIG, MINC","8.0"
"M61A","BENIGN PROSTATIC HYPERTR, MAJC","8.0"
"M61B","BENIGN PROSTATIC HYPERTR, MINC","8.0"
"M62A","MALE REPROD SYS INFLAMM, MAJC","8.0"
"M62B","MALE REPROD SYS INFLAMM, MINC","8.0"
"M63Z","MALE STERILISATION PROCS","8.0"
"M64A","OTHER MALE REPROD SYS DIS,MAJC","8.0"
"M64B","OTHER MALE REPROD SYS DIS,MINC","8.0"
"N01A","PELVIC EVISC & RAD VLVMY, MAJC","8.0"
"N01B","PELVIC EVISC & RAD VLVMY, MINC","8.0"
"N04A","HYSTERECTOMY FOR N-MAL, MAJC","8.0"
"N04B","HYSTERECTOMY FOR N-MAL, MINC","8.0"
"N05A","OOPH&COM FAL TBE PR N-MAL,MAJC","8.0"
"N05B","OOPH&COM FAL TBE PR N-MAL,MINC","8.0"
"N06A","FEM REP SYS RECON PROC, MAJC","8.0"
"N06B","FEM REP SYS RECON PROC, MINC","8.0"
"N07A","OTH UTRS & ADNX PR N-MAL, MAJC","8.0"
"N07B","OTH UTRS & ADNX PR N-MAL, MINC","8.0"
"N08Z","ENDOS & LAPAR PR, FEM REPR SYS","8.0"
"N09Z","OTH VAGINA,CERVIX&VULVA PROCS","8.0"
"N10Z","DXC CURETTGE, DXC HYSTEROSCOPY","8.0"
"N11A","OTH FEM REPROD SYS PR, MAJC","8.0"
"N11B","OTH FEM REPROD SYS PR, MINC","8.0"
"N12A","UTERUS & ADNEXA PR MALIG, MAJC","8.0"
"N12B","UTERUS & ADNEXA PR MALIG, INTC","8.0"
"H62A","PANCREAS DIS -MALIG, MAJC","8.0"
"H62B","PANCREAS DIS -MALIG, MINC","8.0"
"H63A","OTH DISORDERS OF LIVER, MAJC","8.0"
"H63B","OTH DISORDERS OF LIVER, INTC","8.0"
"H63C","OTH DISORDERS OF LIVER, MINC","8.0"
"H64A","BILIARY TRACT DISORDERS, MAJC","8.0"
"H64B","BILIARY TRACT DISORDERS, MINC","8.0"
"I01A","BL&MLT MJR JNT PR LWR LMB,MAJC","8.0"
"I01B","BL&MLT MJR JNT PR LWR LMB,MINC","8.0"
"I02A","MCRVAS TT/SKIN GRAFT-HAND,MAJC","8.0"
"I02B","MCRVAS TT/SKIN GRAFT-HAND,INTC","8.0"
"I02C","MCRVAS TT/SKIN GRAFT-HAND,MINC","8.0"
"I03A","HIP REPLACEMENT, MAJC","8.0"
"I60Z","FEMORAL SHAFT FRACTURES","8.0"
"I61A","DISTAL FEMORAL FRACTURES, MAJC","8.0"
"I61B","DISTAL FEMORAL FRACTURES, MINC","8.0"
"I63A","SPR,STR&DSL HIP,PEL&THIGH,MAJC","8.0"
"I63B","SPR,STR&DSL HIP,PEL&THIGH,MINC","8.0"
"I64A","OSTEOMYELITIS, MAJC","8.0"
"I64B","OSTEOMYELITIS, MINC","8.0"
"I65A","MUSCULOSK MALIG NEOPLASM, MAJC","8.0"
"I65B","MUSCULOSK MALIG NEOPLASM, MINC","8.0"
"I66A","INFLAM MUSCULOSK DIS, MAJC","8.0"
"I66B","INFLAM MUSCULOSK DIS, INTC","8.0"
"I66C","INFLAM MUSCULOSK DIS, MINC","8.0"
"I67A","SEPTIC ARTHRITIS, MAJC","8.0"
"I67B","SEPTIC ARTHRITIS, MINC","8.0"
"I68A","NON-SURG SPINAL DIS, MAJC","8.0"
"I68B","NON-SURG SPINAL DIS, MINC","8.0"
"I69A","BONE DISEASES & ARTHROP, MAJC","8.0"
"I69B","BONE DISEASES & ARTHROP, MINC","8.0"
"I71A","OTH MUSCULOTENDINOUS DIS, MAJC","8.0"
"I71B","OTH MUSCULOTENDINOUS DIS, MINC","8.0"
"I72A","SPECIFIC MUSCTENDIN DIS, MAJC","8.0"
"I72B","SPECIFIC MUSCTENDIN DIS, MINC","8.0"
"I73A","AFTCARE MUSCSK IMPL/PROS, MAJC","8.0"
"I73B","AFTCARE MUSCSK IMPL/PROS, MINC","8.0"
"I74A","INJ FOREARM,WRIST,HAND,FT,MAJC","8.0"
"I74B","INJ FOREARM,WRIST,HAND,FT,MINC","8.0"
"I75A","INJ SH,ARM,ELB,KN,LEG,ANK,MAJC","8.0"
"I75B","INJ SH,ARM,ELB,KN,LEG,ANK,MINC","8.0"
"I76A","OTH MUSCULOSKELETAL DIS, MAJC","8.0"
"I76B","OTH MUSCULOSKELETAL DIS, INTC","8.0"
"I76C","OTH MUSCULOSKELETAL DIS, MINC","8.0"
"I77A","FRACTURES OF PELVIS, MAJC","8.0"
"I77B","FRACTURES OF PELVIS, MINC","8.0"
"I78A","FRACTURES NECK OF FEMUR, MAJC","8.0"
"I78B","FRACTURES NECK OF FEMUR, MINC","8.0"
"I79A","PATHOLOGICAL FRACTURES, MAJC","8.0"
"I79B","PATHOLOGICAL FRACTURES, MINC","8.0"
"I80Z","FEMORAL FRACT, TRANSFERRED <2D","8.0"
"I81Z","MUSCULOSKELETAL INJURIES, SD","8.0"
"I82Z","OTH SD TREATMT, MUSCLSKL DIS","8.0"
"J01A","MICRVS TSS TRNS SKN/BRST, MAJC","8.0"
"J01B","MICRVS TSS TRNS SKN/BRST, MINC","8.0"
"J06A","MAJOR PR FOR BREAST DIS, MAJC","8.0"
"J06B","MAJOR PR FOR BREAST DIS, MINC","8.0"
"J07A","MINOR PR FOR BREAST DIS, MAJC","8.0"
"J07B","MINOR PR FOR BREAST DIS, MINC","8.0"
"J08A","OTH SKN GRF& DBRDMNT PR, MAJC","8.0"
"J08B","OTH SKN GRF& DBRDMNT PR, INTC","8.0"
"J08C","OTH SKN GRF& DBRDMNT PR, MINC","8.0"
"J09Z","PERIANAL & PILONIDAL PROCS","8.0"
"J10A","SKN,TIS&BRST PLASTIC PR, MAJC","8.0"
"J10B","SKN,TIS&BRST PLASTIC PR, MINC","8.0"
"J11A","OTH SKN,SUBC TIS&BRST PR, MAJC","8.0"
"J11B","OTH SKN,SUBC TIS&BRST PR, MINC","8.0"
"J12A","LWR LMB PR +ULC/CEL, MAJC","8.0"
"J12B","LWR LMB PR +ULC/CEL, MINC","8.0"
"J13A","LWR LMB PR -ULC/CEL, MAJC","8.0"
"J13B","LWR LMB PR -ULC/CEL, MINC","8.0"
"J14Z","MAJOR BREAST RECONSTRUCTIONS","8.0"
"J60A","SKIN ULCERS, MAJC","8.0"
"J60B","SKIN ULCERS, INTC","8.0"
"K40B","ENDO&INVEST PR METAB DIS, MINC","8.0"
"K60A","DIABETES, MAJC","8.0"
"K60B","DIABETES, MINC","8.0"
"K61A","SEV NUTRIT DISTURBANCE, MAJC","8.0"
"K61B","SEV NUTRIT DISTURBANCE, MINC","8.0"
"K62A","MISC METABOLIC DISORDERS, MAJC","8.0"
"K62B","MISC METABOLIC DISORDERS, INTC","8.0"
"K62C","MISC METABOLIC DISORDERS, MINC","8.0"
"K63A","INBORN ERR OF METABOLISM, MAJC","8.0"
"K63B","INBORN ERR OF METABOLISM, MINC","8.0"
"K64A","ENDOCRINE DISORDERS, MAJC","8.0"
"K64B","ENDOCRINE DISORDERS, MINC","8.0"
"L02A","OP INS PERI CTH DIALYSIS, MAJC","8.0"
"L02B","OP INS PERI CTH DIALYSIS, MINC","8.0"
"L03A","KDNY,URT&MJR BLDR PR NPSM,MAJC","8.0"
"L03B","KDNY,URT&MJR BLDR PR NPSM,INTC","8.0"
"L03C","KDNY,URT&MJR BLDR PR NPSM,MINC","8.0"
"L04A","KDY,URT&MJR BLDR PR N-NPM,MAJC","8.0"
"L04B","KDY,URT&MJR BLDR PR N-NPM,INTC","8.0"
"L04C","KDY,URT&MJR BLDR PR N-NPM,MINC","8.0"
"L05A","TRANSURTH PROSTMY,URI DIS,MAJC","8.0"
"L05B","TRANSURTH PROSTMY,URI DIS,MINC","8.0"
"L06A","MINOR BLADDER PROCEDURES, MAJC","8.0"
"L06B","MINOR BLADDER PROCEDURES, INTC","8.0"
"L06C","MINOR BLADDER PROCEDURES, MINC","8.0"
"L07A","OTH TRANSURETHRAL PROCS, MAJC","8.0"
"G03A","STOMCH,OESHPGL&DUODNL PR, MAJC","8.0"
"G03B","STOMCH,OESHPGL&DUODNL PR, INTC","8.0"
"G03C","STOMCH,OESHPGL&DUODNL PR, MINC","8.0"
"G04A","PERITONEAL ADHESOLYSIS, MAJC","8.0"
"G04B","PERITONEAL ADHESOLYSIS, INTC","8.0"
"G04C","PERITONEAL ADHESOLYSIS, MINC","8.0"
"G05A","MNR SMALL&LARGE BOWEL PR, MAJC","8.0"
"G05B","MNR SMALL&LARGE BOWEL PR, MINC","8.0"
"G06Z","PYLOROMYOTOMY","8.0"
"G07A","APPENDICECTOMY, MAJC","8.0"
"G07B","APPENDICECTOMY, MINC","8.0"
"G10A","HERNIA PROCEDURES, MAJC","8.0"
"G10B","HERNIA PROCEDURES, MINC","8.0"
"G11A","ANAL & STOMAL PROCEDURES, MAJC","8.0"
"G11B","ANAL & STOMAL PROCEDURES, MINC","8.0"
"G12A","OTH DIGESTIVE SYS OR PR, MAJC","8.0"
"G12B","OTH DIGESTIVE SYS OR PR, INTC","8.0"
"G12C","OTH DIGESTIVE SYS OR PR, MINC","8.0"
"G46A","COMPLEX ENDOSCOPY, MAJC","8.0"
"G46B","COMPLEX ENDOSCOPY, MINC","8.0"
"G47A","GASTROSCOPY, MAJC","8.0"
"G47B","GASTROSCOPY, INTC","8.0"
"G47C","GASTROSCOPY, MINC","8.0"
"G48A","COLONOSCOPY, MAJC","8.0"
"G48B","COLONOSCOPY, MINC","8.0"
"G60A","DIGESTIVE MALIGNANCY, MAJC","8.0"
"G60B","DIGESTIVE MALIGNANCY, MINC","8.0"
"G61A","GASTROINT HAEMORRHAGE, MAJC","8.0"
"G61B","GASTROINT HAEMORRHAGE, MINC","8.0"
"G64A","INFLAM BOWEL DISEASE, MAJC","8.0"
"G64B","INFLAM BOWEL DISEASE, MINC","8.0"
"G65A","GASTROINT OBSTRUCTION, MAJC","8.0"
"G65B","GASTROINT OBSTRUCTION, MINC","8.0"
"G66A","ABDMNL PAIN/MESENT ADNTS, MAJC","8.0"
"G66B","ABDMNL PAIN/MESENT ADNTS, MINC","8.0"
"G67A","OESOPHS & GASTROENTS, MAJC","8.0"
"G67B","OESOPHS & GASTROENTS, MINC","8.0"
"G70A","OTHER DIGESTIVE SYS DIS, MAJC","8.0"
"G70B","OTHER DIGESTIVE SYS DIS, MINC","8.0"
"H01A","PANCREAS,LIVER&SHUNT PR, MAJC","8.0"
"H01B","PANCREAS,LIVER&SHUNT PR, INTC","8.0"
"H01C","PANCREAS,LIVER&SHUNT PR, MINC","8.0"
"H02A","MJR BILIARY TRACT PR, MAJC","8.0"
"H02B","MJR BILIARY TRACT PR, MINC","8.0"
"H05A","HEPATOBILIARY DIAG PR, MAJC","8.0"
"H05B","HEPATOBILIARY DIAG PR, MINC","8.0"
"H06A","OTH HEPTOBILRY&PANCRS PR, MAJC","8.0"
"H06B","OTH HEPTOBILRY&PANCRS PR, INTC","8.0"
"H06C","OTH HEPTOBILRY&PANCRS PR, MINC","8.0"
"I03B","HIP REPLACEMENT, MINC","8.0"
"I04A","KNEE REPLACEMENT, MAJC","8.0"
"I04B","KNEE REPLACEMENT, MINC","8.0"
"I05A","OTHER JOINT REPLACEMENT, MAJC","8.0"
"I05B","OTHER JOINT REPLACEMENT, MINC","8.0"
"I06Z","SPINAL FUSION FOR DEFORMITY","8.0"
"I07Z","AMPUTATION","8.0"
"I08A","OTHER HIP & FEMUR PR, MAJC","8.0"
"I08B","OTHER HIP & FEMUR PR, MINC","8.0"
"I09A","SPINAL FUSION, MAJC","8.0"
"I09B","SPINAL FUSION, INTC","8.0"
"I09C","SPINAL FUSION, MINC","8.0"
"I10A","OTHER BACK & NECK PR, MAJC","8.0"
"I10B","OTHER BACK & NECK PR, MINC","8.0"
"I11Z","LIMB LENGTHENING PROCEDURES","8.0"
"I12A","MISC PR INFC/INFM BNE/JNT,MAJC","8.0"
"I12B","MISC PR INFC/INFM BNE/JNT,INTC","8.0"
"I12C","MISC PR INFC/INFM BNE/JNT,MINC","8.0"
"I13A","HUMER,TIBIA,FIBUL,ANKL PR,MAJC","8.0"
"I13B","HUMER,TIBIA,FIBUL,ANKL PR,MINC","8.0"
"I15A","CRANIO-FACIAL SURGERY, MAJC","8.0"
"I15B","CRANIO-FACIAL SURGERY, MINC","8.0"
"I16Z","OTHER SHOULDER PROCEDURES","8.0"
"I17A","MAXILLO-FACIAL SURGERY, MAJC","8.0"
"I17B","MAXILLO-FACIAL SURGERY, MINC","8.0"
"I18A","OTHER KNEE PROCEDURES, MAJC","8.0"
"I18B","OTHER KNEE PROCEDURES, MINC","8.0"
"I19A","OTHER ELBOW & FOREARM PR, MAJC","8.0"
"I19B","OTHER ELBOW & FOREARM PR, MINC","8.0"
"I20A","OTHER FOOT PROCEDURES, MAJC","8.0"
"I20B","OTHER FOOT PROCEDURES, MINC","8.0"
"I21Z","LOC EX&REM INT FIX DEV HP&FMR","8.0"
"I23A","LOC EX&REM INT DEV-HP&FMR,MAJC","8.0"
"I23B","LOC EX&REM INT DEV-HP&FMR,MINC","8.0"
"I24A","ARTHROSCOPY, MAJC","8.0"
"I24B","ARTHROSCOPY, MINC","8.0"
"I25A","BONE&JNT DIAG PR INC BIOP,MAJC","8.0"
"I25B","BONE&JNT DIAG PR INC BIOP,MINC","8.0"
"I27A","SOFT TISSUE PROCEDURES, MAJC","8.0"
"I27B","SOFT TISSUE PROCEDURES, MINC","8.0"
"I28A","OTH MUSCULOSKELETAL PR, MAJC","8.0"
"I28B","OTH MUSCULOSKELETAL PR, INTC","8.0"
"I28C","OTH MUSCULOSKELETAL PR, MINC","8.0"
"I29Z","KNEE RECONSTRUCTION/REVISION","8.0"
"I30Z","HAND PROCEDURES","8.0"
"I31A","REV OF HIP REPLACEMENT, MAJC","8.0"
"I31B","REV OF HIP REPLACEMENT, INTC","8.0"
"I31C","REV OF HIP REPLACEMENT, MINC","8.0"
"I32A","REV OF KNEE REPLACEMENT, MAJC","8.0"
"I32B","REV OF KNEE REPLACEMENT, MINC","8.0"
"I40Z","INFUSION FOR MUSCLSKLT DIS, SD","8.0"
"E63A","SLEEP APNOEA, MAJC","8.0"
"E63B","SLEEP APNOEA, MINC","8.0"
"E64A","PULM OEDEMA & RESP FAIL, MAJC","8.0"
"E64B","PULM OEDEMA & RESP FAIL, MINC","8.0"
"E65A","CHRONIC OBSTR AIRWAY DIS, MAJC","8.0"
"E65B","CHRONIC OBSTR AIRWAY DIS, MINC","8.0"
"E66A","MAJOR CHEST TRAUMA, MAJC","8.0"
"E66B","MAJOR CHEST TRAUMA, MINC","8.0"
"E67A","RESP SIGNS & SYMPTOMS, MAJC","8.0"
"E67B","RESP SIGNS & SYMPTOMS, MINC","8.0"
"E68A","PNEUMOTHORAX, MAJC","8.0"
"E68B","PNEUMOTHORAX, MINC","8.0"
"E69A","BRONCHITIS & ASTHMA, MAJC","8.0"
"E69B","BRONCHITIS & ASTHMA, MINC","8.0"
"E70A","WHOOPNG CGH&ACTE BRNCHIO, MAJC","8.0"
"E70B","WHOOPNG CGH&ACTE BRNCHIO, MINC","8.0"
"E71A","RESPIRATORY NEOPLASMS, MAJC","8.0"
"E71B","RESPIRATORY NEOPLASMS, MINC","8.0"
"E72Z","RESP PROBS FROM NEONATL PERIOD","8.0"
"E73A","PLEURAL EFFUSION, MAJC","8.0"
"E73B","PLEURAL EFFUSION, INTC","8.0"
"E73C","PLEURAL EFFUSION, MINC","8.0"
"F14C","VASC PR-MJR RECONSTR-PMP, MINC","8.0"
"F15A","INTERV CRNRY PR-AMI+STNT, MAJC","8.0"
"F15B","INTERV CRNRY PR-AMI+STNT, MINC","8.0"
"F16A","INTERV CRNRY PR-AMI-STNT, MAJC","8.0"
"F16B","INTERV CRNRY PR-AMI-STNT, MINC","8.0"
"F17A","INSERT/REPLACE PACEM GEN, MAJC","8.0"
"F17B","INSERT/REPLACE PACEM GEN, MINC","8.0"
